Category: All categories

Month,Netflix: (Afghanistan),Netflix: (Albania),Netflix: (Algeria),Netflix: (American Samoa),Netflix: (Andorra),Netflix: (Angola),Netflix: (Anguilla),Netflix: (Antarctica),Netflix: (Antigua & Barbuda),Netflix: (Argentina),Netflix: (Armenia),Netflix: (Aruba),Netflix: (Australia),Netflix: (Austria),Netflix: (Azerbaijan),Netflix: (Bahamas),Netflix: (Bahrain),Netflix: (Bangladesh),Netflix: (Barbados),Netflix: (Belarus),Netflix: (Belgium),Netflix: (Belize),Netflix: (Benin),Netflix: (Bermuda),Netflix: (Bhutan),Netflix: (Bolivia),Netflix: (Bosnia & Herzegovina),Netflix: (Botswana),Netflix: (Bouvet Island),Netflix: (Brazil),Netflix: (British Indian Ocean Territory),Netflix: (Brunei),Netflix: (Bulgaria),Netflix: (Burkina Faso),Netflix: (Burundi),Netflix: (Cambodia),Netflix: (Cameroon),Netflix: (Canada),Netflix: (Cape Verde),Netflix: (Caribbean Netherlands),Netflix: (Cayman Islands),Netflix: (Central African Republic),Netflix: (Chile),Netflix: (Christmas Island),Netflix: (Cocos (Keeling) Islands),Netflix: (Colombia),Netflix: (Comoros),Netflix: (Congo - Brazzaville),Netflix: (Congo - Kinshasa),Netflix: (Cook Islands),Netflix: (Costa Rica),Netflix: (Croatia),Netflix: (Cuba),Netflix: (Curaçao),Netflix: (Cyprus),Netflix: (Czechia),Netflix: (Côte d’Ivoire),Netflix: (Denmark),Netflix: (Djibouti),Netflix: (Dominica),Netflix: (Dominican Republic),Netflix: (Ecuador),Netflix: (Egypt),Netflix: (El Salvador),Netflix: (Equatorial Guinea),Netflix: (Eritrea),Netflix: (Estonia),Netflix: (Eswatini),Netflix: (Ethiopia),Netflix: (Falkland Islands (Islas Malvinas)),Netflix: (Faroe Islands),Netflix: (Fiji),Netflix: (Finland),Netflix: (France),Netflix: (French Guiana),Netflix: (French Polynesia),Netflix: (Gabon),Netflix: (Gambia),Netflix: (Georgia),Netflix: (Germany),Netflix: (Ghana),Netflix: (Gibraltar),Netflix: (Greece),Netflix: (Greenland),Netflix: (Grenada),Netflix: (Guadeloupe),Netflix: (Guam),Netflix: (Guatemala),Netflix: (Guernsey),Netflix: (Guinea),Netflix: (Guinea-Bissau),Netflix: (Guyana),Netflix: (Haiti),Netflix: (Heard & McDonald Islands),Netflix: (Honduras),Netflix: (Hong Kong),Netflix: (Hungary),Netflix: (Iceland),Netflix: (India),Netflix: (Indonesia),Netflix: (Iran),Netflix: (Iraq),Netflix: (Ireland),Netflix: (Isle of Man),Netflix: (Israel),Netflix: (Italy),Netflix: (Jamaica),Netflix: (Japan),Netflix: (Jersey),Netflix: (Jordan),Netflix: (Kazakhstan),Netflix: (Kenya),Netflix: (Kiribati),Netflix: (Kuwait),Netflix: (Kyrgyzstan),Netflix: (Laos),Netflix: (Latvia),Netflix: (Lebanon),Netflix: (Lesotho),Netflix: (Liberia),Netflix: (Libya),Netflix: (Liechtenstein),Netflix: (Lithuania),Netflix: (Luxembourg),Netflix: (Macao),Netflix: (Madagascar),Netflix: (Malawi),Netflix: (Malaysia),Netflix: (Maldives),Netflix: (Mali),Netflix: (Malta),Netflix: (Marshall Islands),Netflix: (Martinique),Netflix: (Mauritania),Netflix: (Mauritius),Netflix: (Mexico),Netflix: (Micronesia),Netflix: (Moldova),Netflix: (Monaco),Netflix: (Mongolia),Netflix: (Montenegro),Netflix: (Montserrat),Netflix: (Morocco),Netflix: (Mozambique),Netflix: (Myanmar (Burma)),Netflix: (Namibia),Netflix: (Nauru),Netflix: (Nepal),Netflix: (Netherlands),Netflix: (New Caledonia),Netflix: (New Zealand),Netflix: (Nicaragua),Netflix: (Niger),Netflix: (Nigeria),Netflix: (Niue),Netflix: (Norfolk Island),Netflix: (North Macedonia),Netflix: (Northern Mariana Islands),Netflix: (Norway),Netflix: (Oman),Netflix: (Pakistan),Netflix: (Palau),Netflix: (Palestine),Netflix: (Panama),Netflix: (Papua New Guinea),Netflix: (Paraguay),Netflix: (Peru),Netflix: (Philippines),Netflix: (Pitcairn Islands),Netflix: (Poland),Netflix: (Portugal),Netflix: (Puerto Rico),Netflix: (Qatar),Netflix: (Romania),Netflix: (Rwanda),Netflix: (Réunion),Netflix: (San Marino),Netflix: (Saudi Arabia),Netflix: (Senegal),Netflix: (Serbia),Netflix: (Seychelles),Netflix: (Sierra Leone),Netflix: (Singapore),Netflix: (Sint Maarten),Netflix: (Slovakia),Netflix: (Slovenia),Netflix: (Solomon Islands),Netflix: (Somalia),Netflix: (South Georgia & South Sandwich Islands),Netflix: (South Korea),Netflix: (South Sudan),Netflix: (Spain),Netflix: (Sri Lanka),Netflix: (St. Barthélemy),Netflix: (St. Helena),Netflix: (St. Kitts & Nevis),Netflix: (St. Lucia),Netflix: (St. Martin),Netflix: (St. Pierre & Miquelon),Netflix: (Sudan),Netflix: (Suriname),Netflix: (Svalbard & Jan Mayen),Netflix: (Sweden),Netflix: (Switzerland),Netflix: (São Tomé & Príncipe),Netflix: (United Arab Emirates),Netflix: (United Kingdom),Netflix: (Western Sahara),Netflix: (Åland Islands)
2017-11-01,4,3,1,17,19,3,0,0,17,26,0,16,20,10,1,15,5,1,14,1,15,12,1,23,0,9,2,5,0,28,0,3,1,0,0,2,2,23,5,25,25,0,23,0,0,19,0,2,1,0,22,3,2,14,6,2,1,19,8,27,19,18,1,17,0,0,4,2,1,0,27,6,16,14,13,15,2,0,1,12,1,16,3,21,16,10,20,14,14,1,0,11,3,0,13,4,2,17,2,0,0,1,24,15,4,12,11,1,18,2,0,3,0,3,0,1,2,4,0,3,0,8,2,14,2,2,0,2,8,1,10,0,9,2,6,26,40,0,11,2,2,0,2,2,2,6,0,2,20,17,21,12,0,1,0,0,3,20,19,2,2,0,2,16,2,13,18,6,0,6,8,15,4,4,2,11,15,2,2,2,6,0,8,25,2,3,0,2,0,2,3,14,1,0,5,21,12,27,33,0,5,0,16,12,0,5,15,0,17
2017-12-01,5,3,1,19,26,3,0,0,22,30,1,20,23,12,1,18,5,1,18,1,17,17,1,34,2,11,2,8,0,34,0,4,2,0,3,2,1,28,7,26,27,0,26,0,0,24,0,2,1,0,25,4,4,21,8,3,2,21,6,0,22,20,1,21,0,0,5,3,2,0,33,9,20,15,16,19,3,3,1,16,2,23,5,29,18,12,20,17,22,1,0,14,3,0,19,5,3,22,2,0,0,1,29,22,5,13,15,1,21,2,0,3,0,4,0,1,3,4,2,4,1,12,2,16,3,3,2,3,12,1,13,0,10,2,6,33,36,1,17,2,2,0,3,2,2,6,0,2,24,19,24,15,0,1,0,0,4,19,23,3,2,29,1,19,0,15,20,7,0,8,10,17,5,7,2,13,15,2,2,2,9,0,9,30,2,3,0,2,0,2,3,17,2,0,6,29,17,17,38,0,6,70,20,14,0,6,18,5,20
2018-01-01,5,4,2,24,22,4,0,0,22,37,1,23,25,13,1,21,7,2,19,1,18,17,2,33,0,13,2,9,0,39,0,5,2,1,2,2,1,27,6,29,30,0,30,0,0,31,0,3,0,0,29,4,4,22,11,3,2,22,7,0,24,21,2,21,0,0,5,2,2,0,28,9,18,17,18,17,3,3,1,15,2,25,7,28,19,13,20,16,21,1,0,18,4,0,22,6,3,23,2,1,0,1,30,24,5,15,16,2,23,2,0,3,0,4,0,1,3,5,0,3,1,13,2,16,4,3,2,3,12,1,15,36,12,2,8,33,38,1,13,2,2,0,5,2,2,8,0,3,25,24,27,17,0,1,0,0,4,28,20,3,2,29,2,20,3,19,24,7,0,9,11,20,6,8,2,16,13,4,3,2,8,0,9,28,2,4,0,2,0,2,5,18,2,0,6,30,19,23,21,0,6,0,20,14,0,8,18,0,17
2018-02-01,5,3,3,0,24,4,27,0,21,35,1,22,20,12,1,18,6,1,16,1,17,15,1,26,0,11,2,6,0,34,0,5,2,1,0,3,2,24,5,30,22,0,27,0,0,21,0,4,1,0,21,4,4,22,10,3,2,19,7,27,22,24,1,20,0,0,4,0,2,0,26,7,16,18,21,18,3,4,1,13,2,20,6,30,19,15,19,12,20,1,0,14,3,0,14,6,3,20,2,1,0,1,25,19,5,12,13,2,19,2,0,3,0,4,0,2,2,4,0,3,1,13,2,16,4,3,2,4,10,1,14,36,14,2,7,27,45,1,17,2,1,0,6,2,2,7,0,3,21,22,21,14,0,1,0,0,3,19,21,3,2,0,2,21,2,19,24,7,0,9,10,19,6,8,2,15,11,4,4,2,6,2,10,27,2,3,0,2,0,2,5,17,1,0,7,20,15,16,35,0,5,0,18,12,0,6,16,0,17
2018-03-01,4,4,3,30,23,4,21,0,21,34,1,23,23,13,1,18,6,2,15,1,16,14,2,25,0,10,2,7,0,29,0,6,2,0,2,2,2,23,7,28,24,0,24,0,0,23,0,4,1,0,23,4,5,21,10,3,2,20,8,0,24,25,2,17,0,0,5,3,3,0,21,8,17,17,19,16,3,5,1,16,2,22,7,35,15,14,21,14,21,1,0,13,4,0,16,5,3,19,2,1,0,1,27,19,6,12,15,2,20,3,0,4,0,4,0,1,3,5,0,0,1,13,2,16,3,3,3,3,12,1,14,35,14,2,7,28,30,1,15,2,1,0,6,2,3,8,0,3,20,20,24,14,0,2,0,0,3,26,21,3,3,38,2,16,3,18,22,9,0,8,13,18,6,8,2,17,9,3,4,2,6,3,11,19,2,4,0,2,0,2,5,15,1,0,7,27,17,0,35,0,5,0,19,12,0,7,18,6,19
2018-04-01,4,3,3,19,22,4,32,0,20,39,1,24,22,10,1,19,6,2,14,1,15,14,2,26,0,10,2,9,0,32,0,5,2,1,0,3,2,24,7,25,27,0,27,0,0,28,0,4,1,0,24,4,4,23,10,2,2,17,6,12,24,25,1,18,0,0,4,4,1,0,24,7,15,18,23,17,3,4,1,12,2,24,7,23,18,17,20,13,17,1,0,15,4,0,17,5,2,18,2,1,0,1,23,17,6,12,13,2,19,2,0,4,0,4,0,1,3,5,0,3,1,8,2,14,4,3,2,4,12,2,14,0,18,2,7,29,0,1,16,2,2,0,5,3,3,8,0,3,19,22,27,13,0,2,0,0,4,18,18,4,3,0,2,17,2,15,22,10,0,8,13,18,7,7,2,18,12,4,5,2,9,0,10,26,2,3,0,2,0,2,6,15,2,0,6,22,22,24,37,1,8,0,16,12,0,8,16,0,17
2018-05-01,4,4,3,24,19,5,0,0,20,37,1,21,19,10,1,19,7,2,14,1,15,17,2,23,0,11,2,9,0,30,0,7,2,1,0,3,2,22,7,25,23,0,27,0,0,27,0,4,1,0,23,4,4,19,9,3,3,17,10,11,22,23,2,18,0,0,4,6,1,0,21,8,13,17,20,22,3,4,1,12,2,16,7,27,17,18,21,13,14,1,0,15,4,0,19,5,2,19,3,1,0,1,24,16,6,11,13,2,18,3,0,4,0,5,0,2,2,5,0,2,1,10,2,14,4,4,3,4,17,1,12,43,17,2,8,29,35,1,14,2,2,0,5,3,3,12,0,3,17,25,25,16,0,2,0,0,4,24,18,4,3,0,2,19,3,19,24,12,0,8,11,19,6,7,2,20,11,4,4,2,8,0,12,28,2,3,0,2,0,3,6,14,2,11,8,32,20,0,29,1,8,40,15,12,0,9,16,0,13
2018-06-01,4,4,3,28,25,4,33,0,19,31,1,21,21,10,1,20,7,2,13,1,15,17,3,21,2,11,2,8,0,28,0,6,2,1,0,3,2,21,6,34,28,0,26,0,0,27,0,3,1,0,21,4,4,21,10,3,3,17,11,19,25,23,2,17,0,0,5,6,2,0,13,9,14,16,25,18,4,4,1,12,2,21,7,23,18,17,25,13,16,2,0,15,4,0,18,6,2,20,4,1,0,1,23,17,6,10,12,2,15,2,0,4,0,5,0,2,3,5,0,4,1,6,2,12,4,4,3,4,14,1,12,39,20,1,9,30,0,1,16,3,2,0,5,3,3,10,0,3,17,24,25,18,3,2,0,0,5,31,18,4,4,39,1,17,2,19,20,12,0,8,11,20,8,8,3,19,8,4,5,2,0,2,11,23,2,3,0,4,0,3,5,14,2,9,7,23,16,13,26,0,6,0,16,9,0,11,15,5,15
2018-07-01,4,5,4,30,19,5,22,0,16,34,1,26,23,11,1,21,9,3,14,1,15,20,3,26,3,13,3,10,0,29,0,7,2,1,2,3,3,23,8,25,24,0,30,0,0,24,0,3,2,0,26,5,4,24,12,3,3,19,13,19,23,24,2,20,0,0,6,7,2,0,21,9,14,16,23,23,4,4,1,13,2,18,8,27,19,20,24,13,18,2,0,16,5,0,19,6,3,21,5,1,0,1,22,18,7,10,14,2,16,3,0,5,0,6,0,2,4,7,3,0,1,10,2,13,4,4,4,4,12,2,12,0,17,2,10,31,0,2,13,3,4,0,6,4,4,9,0,4,18,24,25,19,0,2,0,0,5,22,19,6,4,0,2,18,2,17,23,10,0,9,12,20,8,9,4,24,12,6,5,3,10,3,11,21,2,4,0,4,0,3,4,14,2,12,7,27,14,21,0,0,7,0,17,11,0,12,16,6,10
2018-08-01,5,6,4,30,23,5,0,0,18,27,1,22,20,11,1,20,9,3,15,1,18,18,3,28,3,12,3,9,0,25,0,7,2,1,3,3,2,24,6,27,25,0,23,0,0,21,0,2,1,0,25,6,5,25,15,3,3,20,12,23,23,23,2,18,0,0,6,6,2,0,29,9,15,19,25,26,5,0,1,13,2,18,9,27,24,23,21,14,21,2,0,16,5,0,17,6,3,19,5,1,0,1,24,17,8,11,15,2,19,3,1,6,0,6,0,1,4,8,2,2,1,6,3,17,4,6,4,5,15,2,16,0,23,2,10,28,32,2,16,3,4,0,6,3,4,12,0,4,20,27,23,16,0,2,0,0,6,25,22,6,4,0,2,18,4,15,22,10,0,10,13,17,9,9,3,25,12,6,5,3,13,2,12,31,2,5,0,3,0,3,6,16,2,16,9,25,18,21,57,1,7,0,19,12,0,13,18,9,12
2018-09-01,4,6,5,27,24,5,21,0,16,27,1,22,20,12,1,17,9,3,15,1,16,18,2,25,0,12,2,9,0,25,0,8,2,1,3,3,2,25,6,20,26,0,26,0,0,22,0,2,1,0,25,5,6,19,13,4,4,19,9,23,21,23,2,18,0,0,6,5,2,0,24,11,13,17,23,24,5,3,1,14,3,19,11,29,18,21,19,15,18,1,0,12,5,0,18,6,3,20,4,1,0,1,24,17,10,14,12,2,19,3,0,5,0,6,1,2,5,8,0,5,1,13,3,15,5,6,4,6,16,2,17,34,22,2,10,25,23,2,17,3,3,0,6,3,4,11,0,4,19,23,21,17,0,3,0,0,6,23,21,6,4,27,2,18,3,15,22,10,0,9,12,18,7,9,3,22,12,5,5,3,12,3,12,25,2,4,0,3,0,3,3,16,2,16,12,24,17,16,0,1,10,0,18,12,0,12,18,6,11
2018-10-01,5,5,4,18,23,4,30,0,16,25,1,20,20,14,1,19,7,3,15,1,16,16,2,27,4,11,2,9,0,23,0,8,2,1,0,3,3,24,7,21,21,0,23,0,0,22,0,4,2,0,23,5,4,20,14,4,4,18,11,17,19,20,2,19,0,0,5,5,2,0,27,8,13,18,21,20,6,4,1,15,3,25,11,34,19,21,19,16,19,2,0,13,6,0,21,6,3,19,4,2,0,1,26,20,9,13,12,1,19,3,1,5,0,5,0,2,4,8,0,3,1,12,3,17,4,6,2,5,14,2,16,0,18,2,10,24,0,2,17,3,3,0,7,3,4,9,0,5,21,22,21,17,2,3,0,0,6,18,19,5,4,0,2,19,4,15,21,9,0,9,12,18,8,9,3,24,12,4,5,3,8,0,12,26,2,4,0,4,0,2,5,17,2,19,9,26,16,28,0,1,7,0,16,13,0,10,18,4,15
2018-11-01,4,6,4,29,22,6,0,0,17,23,1,20,19,13,1,17,7,2,14,1,18,18,3,20,4,11,3,8,0,23,0,7,2,1,0,3,3,22,8,18,20,0,21,0,0,24,0,3,1,0,22,5,5,19,15,4,3,18,9,21,19,20,2,19,10,0,5,9,2,0,23,11,14,19,24,25,4,5,2,16,3,21,14,33,21,19,17,17,19,2,0,15,6,0,18,5,3,19,4,1,0,1,24,19,8,13,12,2,21,3,0,5,0,6,1,2,4,8,2,3,1,12,3,15,4,5,4,6,17,2,14,0,19,3,10,23,37,2,15,4,2,0,8,4,4,11,0,5,20,25,20,15,2,3,0,0,6,30,19,5,3,0,3,20,5,14,20,9,0,10,13,18,7,12,4,28,16,4,6,3,11,2,12,21,2,5,0,2,0,3,5,16,2,12,10,25,16,19,25,1,8,0,17,13,0,9,18,6,16
2018-12-01,4,7,6,37,28,7,0,0,15,26,2,26,24,16,3,23,9,3,22,1,21,20,2,34,5,14,3,12,0,28,0,8,3,1,0,3,3,29,8,27,29,0,24,0,0,27,0,3,2,0,25,6,6,28,19,4,4,22,12,34,22,23,3,21,0,0,6,8,2,0,30,11,16,23,25,33,7,4,2,19,4,22,16,36,32,24,25,19,22,2,0,21,6,0,23,6,4,21,5,2,0,1,30,25,8,15,17,2,24,5,1,7,0,6,1,3,5,10,2,4,1,16,4,20,6,7,5,6,18,2,20,0,23,2,12,29,0,2,17,4,3,0,8,4,4,14,0,6,27,29,23,17,2,3,0,0,8,19,23,6,6,29,3,21,5,16,24,14,0,14,14,21,9,17,4,27,15,5,6,3,13,4,14,27,3,5,0,3,0,3,5,21,3,20,10,24,27,31,35,1,8,0,21,18,0,12,22,7,22
2019-01-01,6,9,7,44,28,8,27,0,14,30,2,23,28,16,2,24,12,4,21,1,21,20,4,32,4,17,3,14,0,31,0,12,3,1,5,4,4,31,10,29,30,0,28,0,0,31,0,4,3,0,31,7,6,23,20,5,4,21,12,32,24,24,4,25,8,0,8,10,3,0,26,16,15,24,26,33,7,6,3,19,4,27,18,32,19,23,27,19,25,2,0,19,7,0,27,10,4,24,5,3,0,2,33,24,8,18,18,2,27,6,1,7,0,9,1,4,6,13,3,6,2,12,5,22,7,8,7,8,21,3,20,47,22,4,14,32,29,3,17,6,4,0,11,4,5,16,0,6,24,33,26,20,2,5,0,0,9,25,23,7,7,31,3,24,9,20,28,19,0,16,17,22,11,19,5,29,18,7,6,4,16,3,16,27,3,6,0,5,0,4,6,20,4,24,10,33,25,26,29,2,9,0,21,18,0,15,25,7,19
2019-02-01,5,6,5,31,21,6,19,0,17,25,2,21,21,15,2,20,9,3,14,1,18,17,4,31,5,12,3,9,0,23,0,10,2,2,3,4,3,26,9,24,22,0,26,0,0,19,0,5,2,0,20,6,5,21,18,4,4,19,10,18,19,23,2,15,0,0,6,8,2,0,31,13,14,21,21,30,5,5,2,16,4,23,15,24,20,20,21,12,23,1,0,18,8,0,17,11,3,20,4,2,0,2,25,19,7,14,15,2,23,4,1,6,0,7,0,3,5,11,2,7,1,13,4,17,7,6,5,8,14,2,17,33,20,4,11,23,0,2,20,5,3,0,7,4,5,13,0,5,20,30,21,15,2,4,0,0,7,31,20,6,6,32,2,20,6,16,23,15,0,15,15,18,10,15,5,24,14,6,6,3,9,2,16,23,4,5,0,4,0,4,3,17,3,22,9,21,18,0,50,1,9,0,17,14,0,13,20,4,15
2019-03-01,5,6,6,32,18,7,18,0,15,24,2,24,23,13,2,21,9,3,15,1,16,18,3,25,3,11,3,13,0,23,0,9,2,2,4,3,4,22,9,23,22,0,20,0,0,18,0,4,2,0,18,5,6,23,17,3,4,16,10,19,18,22,2,16,0,0,6,7,3,0,21,13,13,18,22,25,7,6,2,15,4,26,13,22,15,20,21,12,17,2,0,17,7,0,15,9,3,18,4,2,0,1,25,22,7,12,14,2,19,4,1,5,0,7,1,4,5,10,3,5,1,13,3,15,7,7,10,7,14,2,18,0,20,3,11,24,23,3,15,4,3,0,6,4,5,13,0,6,19,25,21,14,3,4,0,0,6,23,17,5,6,25,3,19,5,17,19,12,0,12,14,16,10,12,4,24,13,5,7,2,13,5,14,24,2,5,0,3,0,3,4,17,3,19,10,25,21,23,31,1,7,0,16,14,0,12,20,6,11
2019-04-01,4,8,6,20,25,7,26,0,16,26,2,26,24,13,2,18,10,3,15,1,17,19,5,20,4,11,3,18,0,23,0,10,3,2,3,4,4,22,12,25,21,0,20,0,0,23,0,4,2,0,22,6,6,21,17,4,4,16,13,27,19,23,2,19,10,0,6,8,2,0,20,14,11,18,23,32,8,5,2,15,5,29,13,21,23,20,19,15,16,2,0,17,7,0,19,10,3,20,3,2,0,1,25,20,8,13,17,2,22,4,1,6,0,7,1,4,4,10,4,3,1,14,3,17,9,9,5,7,17,3,18,0,19,3,12,26,0,2,17,4,3,0,7,5,5,15,0,5,18,30,24,15,3,4,0,0,6,24,17,6,5,0,3,17,4,17,18,15,0,12,15,18,9,14,5,25,12,5,7,3,13,5,14,25,2,5,0,3,0,4,7,17,3,22,9,28,23,23,34,1,8,0,18,14,0,12,18,6,19
2019-05-01,5,7,6,42,19,6,26,0,16,22,2,24,21,13,2,19,9,3,15,1,16,17,3,23,5,10,3,14,0,21,0,11,2,1,5,3,4,23,9,31,24,0,22,0,0,20,0,4,2,0,19,5,4,24,13,3,4,17,12,22,18,18,3,17,7,0,6,8,3,0,18,12,12,18,22,29,6,6,2,14,4,25,11,30,20,20,22,13,20,2,0,19,7,0,18,10,3,16,3,2,0,1,25,19,7,11,16,2,20,4,1,7,0,6,0,4,4,9,3,4,2,15,3,15,8,8,5,7,20,3,15,35,21,3,12,23,31,2,11,4,3,0,7,4,4,15,0,5,21,27,24,13,3,4,0,0,6,22,17,5,5,43,3,15,6,16,17,14,0,11,12,18,9,12,5,28,11,5,7,3,13,3,14,23,2,5,0,4,0,4,3,14,3,17,9,21,21,23,0,1,9,0,17,14,0,12,19,7,13
2019-06-01,5,7,6,45,22,7,0,0,17,27,2,25,24,12,3,19,12,3,15,1,17,19,5,25,5,11,3,16,0,23,0,10,2,2,3,4,4,22,7,30,23,0,22,0,0,24,0,4,2,0,20,6,6,25,18,3,5,15,12,22,20,19,4,17,7,0,7,8,3,0,20,14,12,18,23,27,8,5,2,13,5,24,12,35,18,22,25,15,19,3,0,18,8,0,20,9,3,18,4,3,0,2,24,17,8,12,16,2,17,13,1,8,0,8,1,4,5,11,4,3,2,11,3,16,7,9,5,8,17,3,16,0,22,3,15,25,40,2,0,5,3,0,9,5,5,16,0,5,19,34,26,16,3,5,0,0,7,25,18,8,6,34,5,17,7,15,17,13,0,10,15,20,11,12,8,28,9,8,7,3,13,3,15,28,2,5,0,5,0,3,6,16,3,20,10,24,23,29,0,3,8,0,17,13,0,14,16,6,13
2019-07-01,5,10,7,42,25,10,0,0,14,29,2,27,22,13,3,21,13,4,17,1,20,22,10,22,6,14,4,19,0,27,0,12,3,3,7,4,5,23,14,28,26,11,29,0,0,25,24,5,2,0,27,7,6,28,20,5,7,18,12,25,23,25,5,19,11,0,7,9,3,0,19,14,14,22,30,34,10,6,3,16,7,26,15,29,20,24,26,15,16,3,0,19,11,0,20,10,4,21,5,3,0,2,21,19,9,14,17,2,15,7,1,9,0,10,1,6,6,13,3,6,2,11,4,17,9,9,5,8,17,6,18,0,25,5,17,28,22,3,0,7,5,0,13,8,5,17,0,7,20,27,25,17,5,5,0,0,8,34,19,10,7,40,5,21,7,19,23,14,0,15,18,19,13,14,8,32,12,10,10,4,13,6,13,22,3,6,0,6,0,4,6,19,3,25,10,29,22,37,30,2,10,0,19,14,0,16,17,11,16
2019-08-01,5,10,8,32,24,8,0,0,18,23,2,26,20,13,4,21,13,5,19,1,19,18,8,28,5,11,4,16,0,23,0,10,3,2,6,4,5,24,13,33,27,0,23,0,0,22,0,8,3,27,20,6,7,25,20,4,7,17,19,29,19,24,4,20,0,0,7,8,3,0,21,16,13,23,28,30,10,6,3,13,6,24,14,25,23,25,20,14,19,4,0,19,10,0,19,9,4,20,6,3,0,2,25,17,9,13,18,2,18,8,1,9,0,10,1,7,5,14,3,6,2,12,4,16,9,10,6,8,24,5,18,0,26,5,17,25,28,3,0,6,5,0,12,6,5,18,0,8,22,29,24,16,6,5,0,0,8,24,19,10,8,0,4,20,7,15,23,14,0,13,18,17,12,13,8,31,11,9,10,4,11,4,13,29,3,6,0,6,0,3,2,21,3,25,11,31,23,32,55,2,11,0,17,14,0,17,18,8,18
2019-09-01,5,8,7,27,22,8,0,0,13,23,2,25,22,13,3,19,12,4,14,1,18,19,8,27,7,13,3,16,0,21,0,10,3,2,5,4,4,24,10,30,23,0,24,0,0,21,0,5,2,0,23,7,7,23,18,4,5,18,16,14,20,23,3,18,10,0,6,6,3,0,21,14,12,19,21,28,10,6,3,14,6,28,14,28,21,24,18,16,22,4,0,16,13,0,21,9,4,19,5,2,0,2,24,17,8,13,16,2,20,6,1,9,0,7,1,5,5,13,3,7,2,9,4,17,8,9,5,8,20,4,18,0,23,5,17,23,28,3,0,5,4,0,10,5,4,14,0,8,19,25,23,17,5,4,0,0,7,22,19,8,8,26,4,19,7,15,20,12,0,11,16,17,11,13,7,28,17,7,9,3,15,4,14,25,3,6,0,5,0,3,4,19,3,19,11,25,22,22,34,1,10,0,17,13,0,14,18,8,13
2019-10-01,5,8,6,25,19,7,0,0,16,22,2,26,20,14,3,17,11,4,13,1,20,18,6,22,5,13,4,15,0,20,0,10,3,2,4,4,4,22,12,33,24,0,23,0,0,20,0,4,2,24,20,6,6,24,19,6,6,18,16,21,19,23,3,17,11,0,6,9,3,0,23,14,12,22,22,27,9,7,3,16,6,25,14,27,25,25,19,17,20,3,0,15,13,0,21,9,6,20,5,2,0,2,26,19,9,13,16,2,22,5,1,8,0,7,1,4,5,12,4,7,2,14,5,17,7,8,5,8,20,4,19,33,23,4,15,22,20,3,0,5,4,0,8,6,5,14,0,8,20,23,23,15,4,5,0,0,8,21,19,7,8,0,3,18,5,14,19,14,0,12,15,16,11,14,8,28,13,7,10,4,14,3,14,27,4,6,0,5,0,3,3,17,3,34,11,21,21,34,37,1,11,0,18,14,0,13,19,6,11
2019-11-01,5,8,6,44,24,8,0,0,13,21,2,22,22,15,3,19,12,4,14,1,20,20,4,24,5,13,4,16,0,20,0,12,3,2,8,5,4,23,11,21,28,0,25,0,0,24,0,7,3,0,23,7,7,24,20,10,6,18,15,15,20,21,3,18,0,0,7,7,3,0,21,14,14,22,41,35,8,9,3,16,6,23,14,25,22,28,20,20,22,3,0,16,10,0,20,9,7,21,4,3,0,2,26,20,8,15,16,2,21,6,1,9,0,7,1,5,6,14,2,6,2,13,5,18,6,9,5,8,21,4,19,31,23,4,17,24,28,3,0,6,4,0,10,6,5,16,0,7,22,27,21,17,2,4,0,0,8,24,21,7,7,23,4,21,8,14,19,13,0,16,18,17,11,16,7,35,16,6,8,4,12,6,15,18,7,7,0,5,0,4,5,18,4,18,11,23,19,30,28,1,10,0,19,16,0,12,19,7,19
2019-12-01,5,10,7,26,30,10,0,0,16,24,2,27,25,17,4,21,12,4,18,1,22,22,6,26,6,14,5,24,0,25,0,15,4,2,5,4,4,26,12,25,26,0,24,0,0,25,0,6,3,32,22,8,10,25,23,12,5,20,19,26,24,22,3,22,9,0,9,10,3,0,27,17,17,25,40,42,10,7,4,20,6,31,17,33,21,30,24,21,22,3,0,19,9,0,24,10,11,23,5,3,0,2,30,24,8,15,20,2,22,6,1,10,0,8,1,5,7,14,2,0,2,16,7,22,8,9,7,9,25,4,21,41,21,3,19,26,23,4,0,7,4,0,9,7,5,20,0,7,26,30,24,19,4,5,0,0,9,26,27,8,8,0,4,22,11,17,22,16,0,26,20,20,11,23,8,36,20,7,9,5,14,4,18,25,9,8,0,5,0,4,3,21,4,25,13,23,24,28,58,1,10,0,22,19,21,14,21,7,24
