Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023],2024 [YR2024]
Virgin Islands (U.S.),VIR,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3262000000,3443000000,3797000000,4428000000,4484000000,4784000000,4244000000,4201000000,4324000000,4223000000,4089000000,3738000000,3565000000,3663000000,3798000000,3794000000,3923000000,4121000000,4229000000,4507000000,4672000000,..,..
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,32500,34300,35000,39800,40800,43500,46200,49100,55700,60300,63476,70937,76319,84121,89941,94484,96166,93203,95929,96183,99636,99853,100068,100348,100600,100760,100842,100901,100952,101041,103963,104807,105712,106578,107318,107818,108095,108357,108537,108599,108642,108549,108509,108505,108466,108453,108369,108337,108397,108404,108357,108290,108188,108041,107882,107712,107516,107281,107001,106669,106290,105870,105413,104917,104377
West Bank and Gaza,PSE,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2843300000,3282800000,3409600000,3759800000,4067800000,4271200000,4313600000,4003700000,3555800000,3968000000,4603100000,5125700000,5348300000,5815700000,7310400000,8085700000,9681500000,11186100000,12208400000,13515500000,13989700000,13972400000,15405400000,16128000000,16276600000,17133500000,15531700000,18109000000,19165500000,17847900000,13711100000
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1978248,2068845,2163591,2262676,2366298,2474666,2587997,2706518,2776568,2848431,2922153,2997784,3075373,3154969,3236626,3320396,3406334,3494496,3591977,3689099,3786161,3882986,3979998,4076708,4173398,4270092,4367088,4454805,4569087,4685306,4803269,4922749,5043612,5165775,5289152
"Yemen, Rep.",YEM,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12643821568.9626,14665445462.1149,17959367194.005,21736802664.4463,28019483763.5304,12796345679.0123,6496163615.66086,6838298530.54911,6322175565.94651,7639325295.88287,9679316770.18633,9852990692.98714,10693430511.4664,11777532662.0499,13867634371.4773,16731566717.1888,19063143369.858,21650528674.0933,26910855807.288,25130278212.5575,30906749533.221,32726417878.391,35401331609.5916,40415233436.1767,43228585321.3272,42444490073.8555,31317825274.1507,26842229044.5848,21606160663.0318,..,..,..,..,..,..
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,5532301,5655232,5782221,5911135,6048006,6195593,6351494,6516444,6690524,6875859,7065279,7257462,7460068,7672796,7896783,8133598,8384113,8648222,8926586,9224194,9543358,9882362,10241006,10621499,11025597,11453825,11901040,12369912,12859708,13364174,13887862,14430201,14989494,15563914,16149147,16740058,17313177,17873936,18446013,19029420,19624141,20226147,20835086,21456379,22095167,22790085,23543083,24318082,25111941,25927724,26754387,27582897,28433647,29312952,30226309,31159379,32109010,33090921,34085182,35111408,36134863,37140230,38222876,39390799,40583164
Zambia,ZMB,GDP (current US$),NY.GDP.MKTP.CD,698739720.783607,682359727.329053,679279728.55982,704339718.545848,822639671.273187,1061199575.94465,1238999504.8958,1340639464.28047,1573739371.13375,1926399230.21087,1788779285.2038,1653259341.29113,1872416680.07912,2434255236.99935,2910981262.10018,2442672140.947,2742859262.9794,2515296939.60686,2811032472.93922,3353445378.15126,3884530853.76162,4008126497.36464,3871117092.86676,3321048451.15171,2719518932.99541,2252454500.14896,1664413508.09853,2265250972.34879,3728878148.80792,3994673161.02649,3288381797.32415,3376806697.1218,3182810841.01704,3273505343.85539,3656806165.78848,3806983413.16416,3597220962.00017,4303288479.7086,3537741941.89367,3404284890.5306,3600632111.41414,4094441301.21423,4193850445.42632,4901869764.05957,6221110219.45542,8331870169.14977,12756858899.2812,14056957976.2648,17910858637.9048,15328342303.9575,20265559483.8548,23459515275.5776,25503060420.026,28037239462.7142,27141023558.0829,21251216798.7762,20958412538.3093,25873601260.8353,26311507273.6735,23308667781.2258,18137764930.651,22096416932.0089,29163782140.4858,27577956471.244,25303185342.2511
Zambia,ZMB,"Population, total",SP.POP.TOTL,3153729,3254086,3358099,3465907,3577017,3692086,3812003,3936343,4065593,4197116,4321718,4442525,4569309,4702693,4842746,4990086,5143842,5302480,5465374,5631728,5802833,5983289,6178637,6381038,6580490,6780953,6986471,7191282,7391440,7589216,7786169,7981650,8176680,8373921,8576269,8785763,9004053,9237063,9482408,9740005,10017631,10325185,10647949,10983595,11338198,11718819,12129553,12565085,13021324,13490389,13965594,14437796,14913629,15398997,15895315,16399089,16914423,17441320,17973569,18513839,19059395,19603607,20152938,20723965,21314956
Zimbabwe,ZWE,GDP (current US$),NY.GDP.MKTP.CD,1053528036.42755,1097206526.43457,1118172225.65019,1160103724.1325,1217759447.00099,1312105393.62448,1282403936.37681,1397715282.06274,1480355354.94474,1748891294.20526,1885168339.10681,2179828710.18738,2679096596.57517,3311043291.61257,3984194614.19552,4373532601.15703,4320576876.79177,4366610468.65438,4353822342.61788,5180102910.1171,6682278300.2622,8015464251.71692,8544060905.16113,7768031181.67262,6355369171.99585,5640137575.00727,6220698246.72927,6744657033.37727,7818774176.83792,8290553535.28012,8788301546.04498,8646000000,6755000000,6567250000,6894250000,7115000000,8557500000,8534000000,6405250000,6861500000,6693250000,6780750000,6345250000,5730500000,5808500000,5758250000,5446750000,5294750000,4418000000,9670750000,12047750000,14109000000,17123500000,19100750000,19505500000,19973250000,20559250000,51035657370.5179,34141666666.6667,33357695635.1284,31980334561.3123,41287673690.0771,40757561708.7741,35871779680.6335,41539411516.4448
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,3809389,3930401,4055959,4185877,4320006,4458462,4601217,4748307,4900440,5058181,5215918,5374712,5542445,5720404,5908328,6098658,6287105,6449512,6543575,6647556,7041303,7498635,7796496,8098404,8391488,8686813,8982578,9284644,9583094,9864798,10137281,10404816,10702700,10860288,10873148,10974599,11158360,11369827,11594297,11783458,11892055,11971901,12087653,12232323,12365896,12483432,12636445,12804058,12959149,13142790,13356548,13595424,13817887,14013808,14207359,14399013,14600294,14812482,15034452,15271368,15526888,15797210,16069056,16340822,16634373
Africa Eastern and Southern,AFE,GDP (current US$),NY.GDP.MKTP.CD,24205688712.3759,24958886027.4641,27073233856.5389,31769135008.6453,30279553206.6418,33806176716.8471,36927249593.1569,38444163573.9168,41742001495.4024,47048523178.8515,47593907819.7874,52188685166.5557,56726057494.0767,73083598128.682,89535976340.3864,95295754526.8723,96006417139.9692,109208244154.943,124083421003.115,142099959764.832,178472295521.021,185108969364.767,178355547527.525,185755503030.119,170038515839.183,149335153752.165,160553515127.741,190175229570.901,207368870172.406,220613390803.074,256383050159.487,276918502950.348,241188307967.9,239981176638.05,243477534983.306,273327034187.587,273427612467.252,288270699674.414,268728127688.21,265321007618.974,287041984552.036,260849957489.123,269746009737.979,358116081062.427,445974808500.088,521561976778.096,587500469826.421,674999944547.619,726770401376.729,726921646144.603,863822114606.332,959822476083.878,969265729636.028,981308886976.783,998836162271.296,910002035578.038,831868076442.431,978076465866.452,1020955778298.17,1018714795912.35,938607563405.087,1114144799994.21,1228967879390.01,1179359054880.45,1242693542929.85
Africa Eastern and Southern,AFE,"Population, total",SP.POP.TOTL,130075728,133534923,137171659,140945536,144904094,149033472,153281203,157704381,162329396,167088245,171984985,177022314,182126556,187524135,193186642,198914573,204802976,210680842,217074286,223974122,230792729,238043099,245822010,253644643,261458202,269450407,277621771,286067346,294498625,302939121,311748681,320442961,329082707,338324002,347441809,356580375,366138524,375646235,385505757,395750933,406156661,416807868,427820358,439173286,450928044,463076637,475606210,488580707,502070763,516003448,530308387,544737983,559609961,575202699,590968990,607123269,623369401,640058741,657801085,675950189,694446100,713090928,731821393,750491370,769280888
Africa Western and Central,AFW,GDP (current US$),NY.GDP.MKTP.CD,11904805741.6831,12707719290.6273,13630588814.3032,14468913698.0467,15803564796.4118,16920876929.6607,18033947666.935,16493541543.816,17022596883.7037,19301191937.1478,26696924213.8055,24496786001.8079,29489425515.7538,36890633234.1126,49687223643.2392,57280116275.6847,68385552348.1688,71789497552.1911,78778080489.5676,96681064864.1808,121445961252.94,217606540487.256,196264853551.918,151421439334.1,131373058519.308,138005066699.39,109517776160.1,112641148828.574,111770322169.923,104577372052.932,124277825786.697,130794315519.503,125449432677.392,130547124413.669,135350756019.393,207843864308.605,263563556144.176,276460023661.745,297126502718.937,140119071338.285,142700161610.079,150714426912.056,180129182230.862,208646527354.851,257939299771.713,316515667947.035,402077365740.581,470947616490.719,574259808704.121,515037106035.659,605794323433.505,691133400013.31,748030003656.802,844180401591.48,904071921008.085,778022057597.448,700028168335.244,694051345937.233,777840323023.311,1026996211935.8,963784699293.976,1026651004045.79,1063649130876.99,938238370514.198,736384961061.523
Africa Western and Central,AFW,"Population, total",SP.POP.TOTL,97630925,99706674,101854756,104089175,106388440,108772632,111246953,113795019,116444636,119203521,122086536,125072948,128176494,131449942,134911581,138569918,142337272,146258576,150402616,154721711,159166518,163762473,168585118,173255157,177880746,182811038,187889141,193104347,198485027,204062274,209566031,215178709,221191375,227246778,233360104,239801875,246415446,253207584,260297834,267506298,274968446,282780717,290841795,299142845,307725100,316588476,325663158,334984176,344586109,354343844,364358270,374790143,385360349,396030207,406992047,418127845,429454743,440882906,452195915,463365429,474569351,485920997,497387180,509398589,521764076
Arab World,ARB,GDP (current US$),NY.GDP.MKTP.CD,..,19998438484.7345,20329047307.1191,22364472061.2973,24813307353.8628,26771102387.3542,28351046183.4396,30600869634.5039,34973045350.791,38563619624.2434,43094140248.5053,49930151658.8481,59970718932.0005,79130725986.8479,152199035091.115,168169966031.31,210007567495.429,242286792667.265,265416211837.584,358135553984.577,486438763949.335,494934288111.785,463099887499.949,437476513138.035,440187316546.138,432863846846.03,405451959728.242,431233175938.527,429362637000.524,457356344756.136,641684045874.297,467929266012.123,467773383888.632,478901764895.935,499875724097.082,528474798399.241,570906157108.377,614595338335.664,598783412688.275,665404837896.429,763400003917.067,744722772315.709,746650656664.552,830076413454.427,987304981951.165,1210081969427.04,1439461108230.61,1674641032780.09,2118071078804.52,1829849574764.63,2161397546202.94,2573067811497.98,2813567531715.43,2883689839002.54,2937035588682.67,2580328583417.41,2536564595458.87,2611323720520,2920829737234.67,2965285548936.01,2604104981819.8,3085141461685.6,3747416641077.46,3622495663981.78,3735881442514.35
Arab World,ARB,"Population, total",SP.POP.TOTL,91540853,93931683,96428599,99038509,101729760,104494008,107403055,110491709,113712171,117053219,120469263,123950810,127535560,131335660,135282861,139495837,144014135,148599336,153568663,159054118,164657321,170015485,175370356,180973288,186733957,192563243,198509771,204524595,210269696,215969068,223184294,228402316,234321565,240926205,247626514,253952538,260229121,266565183,273094199,279709634,286548096,293580252,300691509,307815105,315060277,322628451,330526310,338947976,347684619,356386673,363568534,372054934,381030177,390954281,400231008,410190679,419808341,428315886,435998060,444281315,453723239,460646603,471352066,482105978,492612632
Caribbean small states,CSS,GDP (current US$),NY.GDP.MKTP.CD,1165303060.28689,1272022469.10602,1356047349.50434,1447988752.00055,1546223257.5277,1658476310.98942,1763304085.16679,1929997389.27725,1980508885.71067,2152507805.36929,2268330542.34162,2457968135.09375,2734457344.69049,3173389131.65134,4201310614.82803,4819825581.33935,4937767512.99323,5937525886.22228,6776416498.50876,8405785521.3914,10876340879.3427,11977463255.1586,13292712867.0251,13189051711.1814,13689070378.954,13794627075.9123,11773697053.1201,12334469174.3296,12745727415.7592,12606272526.7095,13573367099.5127,13946896742.2113,14242986936.367,13815833341.5092,14788599388.7446,15732201525.3694,16941993239.8086,20074931520.308,21643804665.0628,23393912390.0523,25625542926.4456,26504661126.1591,27742046925.4435,30589389405.8968,33597817092.3498,38224293958.7281,44325879983.2222,49739222993.1148,57296315261.9305,47913515379.1154,53047626322.0272,56828150706.0989,60427163825.0841,62064949752.4886,64075043973.1037,62545153672.0285,58073168349.5106,59690101434.3488,61252081219.8672,62185458482.7062,53320869430.7059,62687149265.4471,78506430710.7309,79534673452.944,90344593407.0487
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,2558348,2614258,2670187,2728278,2784804,2839698,2894435,2948759,3002786,3055925,3104308,3148560,3185617,3215024,3242803,3269733,3296410,3322722,3348386,3373242,3399087,3425354,3450895,3476621,3502418,3530570,3559870,3586018,3610609,3634409,3654949,3677765,3706523,3735156,3763806,3795917,3829184,3861673,3893594,3925229,3956229,3987087,4018796,4050990,4080569,4049468,4072929,4098855,4124966,4146899,4173335,4201107,4228445,4257682,4286546,4314191,4341333,4366140,4407658,4443134,4459302,4479167,4497310,4519904,4539060
Central Europe and the Baltics,CEB,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,272115195628.928,246710634295.862,255096853829.453,270374645291.362,308675977161.455,394762398480.378,417518097817.204,411143082438.381,449843473353.657,436027644107.051,429412709571.523,469501416107.35,528524764911.334,634291134326.276,763490469817.591,885715817927.209,1001314786967.89,1264257753875.71,1530264815688.71,1289259547165.21,1319443729249.66,1458155270134.3,1361899009858.4,1420222538112.93,1467451281263.28,1297141271990.05,1321561415743.83,1467501784248.85,1656383422202.66,1684318282245.77,1678294256145.3,1926347717339,1954419184114.96,2273205742208.3,2462005273603.48
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,91401309,92231375,93008589,93840016,94715795,95440988,96146336,97043270,97884022,98606630,99134548,99635258,100357161,101112680,101939916,102860571,103776068,104616884,105329397,105948616,106541316,107129392,107730380,108297837,108838073,109338285,109824166,110296425,110686740,110801640,110743128,110469467,110111454,110041924,110021594,109864246,109626194,109422013,109238340,109060951,108447824,107660041,106959751,106624167,106331716,106041911,105772481,105378748,105001883,104800475,104421447,104174038,103929494,103570062,103280478,102973167,102647939,102337501,102074201,101864274,101215763,100205732,100071871,100183707,100061963
Early-demographic dividend,EAR,GDP (current US$),NY.GDP.MKTP.CD,144721677770.045,157593209302.864,159435896119.118,175994009911.133,201822394409.762,218951522604.693,216877873081.118,228982484399.535,249635352315.78,278946058537.51,296902005244.168,319666547823.284,352709582632.977,451330007897.13,632677956824.656,677326175290.985,739999717047.563,827431694414.617,944725702178.608,1111836214805.12,1382501835902.97,1531909890330.96,1460539930822.8,1474006434239.97,1494712751952.32,1490483608577.59,1498034888889.95,1521911883272.76,1606574808086.1,1634255193569.58,1915433566099.57,2032104613561.74,2207967005422.93,2381953146975.35,2502107597947.33,2616825349456.6,2836341459574.38,3029966854142.86,2921281348182.23,3090855529444.24,3378295866754.26,3351822804548.09,3255787156323.37,3622513779274.76,4209733389066.63,4897834756101.33,5600388912441.22,6631053551528.64,7461798613306.43,7179119134034.64,8719722451021.04,9832704039068.24,10275142735646.4,10330333855700.2,10533364326771.5,10127250782286.2,10423237803666.1,11320553240043.8,11478917653356.5,11686574879191.1,10823343545638.3,12695008338487.8,14034689936337.3,14933453330998.3,15808304487948.1
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,968909356,994176841,1020130725,1046697479,1074021283,1101264258,1128474732,1156817324,1185936827,1215536741,1245960808,1276141826,1307009646,1339671375,1373219822,1407636737,1442753987,1478479688,1514572817,1552194676,1591961664,1634107159,1677532811,1721104015,1765269111,1810019176,1855391159,1901405537,1947928955,1994666990,2044241467,2092102478,2138854231,2184656122,2228719169,2273692181,2321284245,2369042441,2416119734,2462704115,2509431470,2556335424,2601917557,2647109296,2693184997,2738846905,2784726644,2830531957,2875943965,2921563644,2967104472,3013476947,3058869436,3103677284,3146800078,3190318707,3233033717,3274060446,3314245247,3355014793,3396051187,3432026092,3470644834,3511607650,3552278604
East Asia & Pacific,EAS,GDP (current US$),NY.GDP.MKTP.CD,157319051227.593,158550649387.071,162276885099.764,181110123774.702,207928170527.111,231441256707.029,258961623498.601,281428064740.649,310918325049.37,358520931889.826,412911499094.696,458861299357.062,570488659290.28,751994474883.85,867697064525.541,949601251437.202,1044586002622.97,1244835424362.48,1572466264984.33,1707937978688,1847683906919.31,2035238690119.8,1993801305392.76,2122245718331.55,2270398820971.54,2394790644030.33,3129485037094.75,3674655679101.68,4417683853665.45,4601033436533.33,4803290180331.83,5427202639061.34,5932829360031.94,6636847751412.67,7425405636883.66,8434543754117.74,8130483838052.5,7772693781558.03,6955954583769.84,7773840546154.07,8412453304524.13,7826463883839.79,7956172633989.7,8753448863353.34,9819681145695.01,10482706260278.9,11119747675836.3,12437519828885.7,14343483215174.2,14764315682393.8,17239317220822.1,19978722203920.9,21382308600766.1,21659293723344.2,22372206647098.1,22299105656919.6,23089672188769.4,24656162308335.2,26853593303707.3,27427259967363.2,27578839610232.4,31675719814404.9,31266291368260.6,31417826880875,32017179839273
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,1042818620,1044749888,1059216594,1085095424,1110651177,1136869154,1166223463,1194633135,1224397449,1256167955,1288721548,1322856516,1354228289,1384605041,1413496627,1439634332,1463747757,1486397441,1509073118,1532261700,1555055871,1578588756,1604460320,1630462798,1655263328,1680467718,1706848439,1734703629,1762936165,1790597018,1817735909,1844189975,1869074614,1893258583,1917389243,1941185229,1964830092,1988067577,2010443502,2030912462,2050149617,2068682053,2086144389,2102761941,2118747885,2134573057,2150688938,2167046538,2183472438,2199148703,2214613815,2230826576,2249081393,2267072102,2284385542,2300844269,2317076058,2333475520,2347576325,2359762190,2369420882,2375117716,2379617118,2384441485,2388319494
East Asia & Pacific (excluding high income),EAP,GDP (current US$),NY.GDP.MKTP.CD,80886065110.4852,71247395333.073,64989160572.5448,70288432260.5342,81184317665.9229,94594887799.9548,103483052014.092,100474855679.916,101580829248.914,114217981695.758,127182556289.611,136580265754.987,155518448869.276,195616567916.784,221665588687.632,248772601176.036,252942981187.157,291532735013.151,282919061354.682,327589016955.703,377947161288.534,403551450432.948,423850572150.819,443839881509.845,480915094642.189,526600751089.371,525182739596.105,519033465046.499,576126858481.928,622836056673.594,667410241508.278,724654932688.965,812994672964.462,892446273872.149,1074481772219.03,1325739943462.75,1523108085146.29,1576765689230.4,1441284604894.45,1587766769203.34,1748618348986.43,1862932027297.4,2063860728539.44,2337899791147.23,2712364424518.89,3140094784139.39,3783276519033.74,4787054921838.08,6062017772754.35,6581352893096.84,8008611577123.89,9774259220654.2,10905337947546.2,12047512338954.1,13004689014662.5,13548904084321.4,13844122751569.4,15115625540264.8,16902110052652.3,17503274977303.3,17805166443182.2,21231425978691.4,21563881384135.8,21644412635340.6,22260810771875.1
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,895961535,895534581,907473022,930810837,953783472,977366928,1004271490,1030471073,1057697808,1086662478,1116395242,1146649477,1175176176,1202715705,1228688547,1252174248,1273922384,1294303118,1314775496,1335637622,1356226475,1377473854,1401081634,1424971585,1447871073,1471340337,1496124294,1522374575,1549038591,1575101307,1600739173,1625498444,1648872786,1671604370,1694244506,1716602413,1738632397,1760512371,1781546477,1800932833,1819011507,1836260943,1852659155,1868409996,1883675167,1898853723,1914002124,1929185103,1944305887,1959017463,1973602166,1989106668,2006566431,2023850158,2040383789,2056050896,2071486140,2087238522,2100698838,2112289891,2121866294,2128553744,2133560408,2137527754,2141122258
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,80803222392.886,71174424446.8865,64922599309.2547,70216443534.9572,81101169480.9705,94498004640.0974,103377065683.287,100371950314.405,101476791156.08,114101000754.857,127052297158.08,136440829735.232,155359237838.582,195413149940.391,221440713584.624,248519521080.329,252686739157.612,291229976122.31,282630837737.006,327249769951.168,377549806578.642,403129803803.167,423407966724.839,443371246698.137,480403927228.946,526032437680.959,524621676243.052,518488360539.102,575525093193.548,622193930069.762,666725912038.334,723904575173.197,812130263840.671,891466245843.003,1073279171690.89,1324237119507.35,1521371528098.09,1574968030449.8,1439654527490.28,1585945646801.91,1746600304168.03,1860776095129.08,2061454246187.87,2335145056810.17,2709157341014.45,3136374977327.23,3778751294371.62,4781270693838.8,6054648571433.55,6573327283810.49,7998796323270.31,9762256276676.59,10891968350841.7,12032711129058.2,12988712786591.7,13532272043462.5,13827151057380.2,15097056837158.2,16881316789674.4,17481715455963.4,17783207218899.1,21205187136185.7,21537214774462.6,21617676926854.5,22233362919728.4
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,884252517,883558197,895224912,918259043,940909509,964163938,990719244,1016529846,1043349620,1071912603,1101240545,1131095541,1159220113,1186384756,1212035036,1235222835,1256698596,1276830008,1297059239,1317673957,1338009609,1358992800,1382326011,1405938773,1428557744,1451742188,1476236205,1502192372,1528559240,1554321275,1579651917,1604095270,1627147885,1649557492,1671877438,1693960469,1715764488,1737429846,1758263635,1777464322,1795374943,1812475067,1828744767,1844349334,1859450104,1874487158,1889507244,1904568042,1919570287,1934167856,1948643347,1964036970,1981382735,1998548872,2014960984,2030504270,2045816761,2061449949,2074796982,2086281644,2095759417,2102350702,2107261123,2111139152,2114653077
Euro area,EMU,GDP (current US$),NY.GDP.MKTP.CD,251618036413.213,280078203910.322,309694923223.855,340786490149.599,377598986539.21,412774576471.606,446517615235.836,474428505593.993,509988879945.715,569734708021.535,645500835842.668,731657047532.379,883626753918.737,1146929346320.65,1300640475270.6,1507769269988.61,1573201555133.45,1790121849729.2,2191877722237.84,2655412251166.7,2973694924193.75,2583763815177.7,2500976094855.11,2440096224414.65,2341108054746.11,2404986753295.59,3377295853623.19,4177529771751.75,4594903614804.26,4693107413339.75,5905615266811.65,6127707302712.63,6750506224912.11,6180487033219.2,6531158637825.7,7540043718350.13,7629501026055.96,6977670410602.33,7174357611624.96,7148860255013.26,6528628817962.73,6631899417554.06,7241862819845.99,8921228124667.76,10231007049211.6,10611825457675.7,11288300255552.1,13000311540976.4,14295718485782.5,13083077526585.9,12784744616370.5,13808563263632.6,12784947379630.9,13357283141903.1,13682058707498,11829834353286.1,12123283574466.5,12841960349280.8,13871778197583.7,13589774677631.3,13267554461613.6,14924551716260.4,14488160081806.7,15854782417877,16485444160371
Euro area,EMU,"Population, total",SP.POP.TOTL,270148970,272472951,274815182,277205348,279621056,282028347,284299197,286298506,288206171,290179378,291834356,293516097,295527442,297413652,299065145,300516726,301804324,303021757,304275086,305541545,306894340,308127421,308901125,309543455,310046458,310617659,311372728,312223048,313272522,314634075,316087007,317407910,318742973,320053176,321024031,321808185,322568383,323306275,323976358,324781951,325789631,326861195,328469678,330286340,332140117,333897752,335499702,337282985,338978475,340136844,341002804,340367367,341100659,341639530,342228563,343180482,344132977,344810179,345864630,346496601,346986142,347207191,348200155,349762722,351161936
Europe & Central Asia,ECS,GDP (current US$),NY.GDP.MKTP.CD,426666341076.386,469524853748.685,513405546288.519,561372802906.338,620449239016.734,676603823141.807,731699507285.095,777321336439.052,818734190049.158,907972467404.46,1020812176391.15,1152050722008.06,1381315333741.31,1757146541396.18,1985792691039.95,2319533111918.75,2411368600960.78,2728001349943.93,3344297397044.4,4077590131182.29,4609261411538.92,4105756738593.04,3957248458690.98,3837932762271.18,3689517973067.84,3817565719211.53,5207541274400.03,6431748582275.98,7161818798652.39,7257702652999.9,8870877140631.4,9137253599154.58,9787841972924.53,8995004729126.83,9408650267542.72,10942224071349.1,11170753659602.9,10606870959652.7,10802596787884.9,10693108477805.9,10084357140368.8,10189029938417.1,11156577456679.8,13567083586398.5,15814841560656.9,16835012218380.2,18236819891061.4,21308302318715.6,23453627549028.2,20648444471712.4,21118677014368.3,23432000301407.5,22560574822089.8,23574066317473.4,23920533649825,20603435735279.5,20528432079127.4,21791487069281.7,23342642668393.3,23067540030248.6,22322527185686.7,25572901699926.6,25798700454390.6,27732942821913.5,29291828957768.8
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,667887356,675548634,683341199,691189404,699058435,706683416,713443573,720146318,726634174,733044421,738724073,744432963,750728655,756775460,762546552,768080678,773619713,779117798,784556247,789862141,795362835,800542417,805247476,809947364,814856984,819874109,825034695,830294805,835601587,840881506,845290251,849169385,852664501,855554222,857724587,859504754,861073426,862335057,863317613,864306932,865392479,866590696,868234843,870529446,873069464,875563919,878166933,880656346,884224673,887741128,890990371,893009595,896514510,899907172,903561071,907527486,911579016,915065824,918689254,921932163,923664467,924381062,924234471,924773523,928263208
Europe & Central Asia (excluding high income),ECA,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,235133242045.119,260714658021.753,296012494754.96,354156720158.529,341086296065.275,328451120556.593,339235852060.503,265716719680.273,373845229870.828,395413043255.679,420614588838.233,421386465145.892,384488217104.006,391259402609.02,335649212545.439,390532064568.536,498092410579.851,641341376416.645,798897294908.649,929637643372.55,1171542215920.56,1402429749896,1169814065612.09,1385078523367.67,1574244960285.95,1658983451713.25,1808692800315.95,1735229369225.69,1510474002479.16,1450171284448.8,1499595960769.3,1477488205993.51,1508679974755.36,1446077189727.52,1680958734568.53,1820242864725.1,2143244215113.25,2451180144505.47
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,128810451,131617926,134400419,137187829,139973968,142668572,145371529,148087983,150777578,153462746,155918823,158428591,161049046,163601189,166121814,168594458,171119860,173726978,176315643,178774505,181309432,183746315,186272610,188979984,191755370,194525195,197344981,200194022,202990335,205733205,208212866,210169114,212032319,213395945,214329901,215114964,216002100,216672059,217104725,217579952,218486598,219435056,220400259,221399692,222413290,223360135,224417513,225016072,226524480,228250911,230106440,231988438,233875199,235905150,237999321,240083379,242224182,244308649,246400484,248576676,250351240,251867727,250514347,248721385,250281521
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,991141939410.738,964170299100.99,1023345711170.5,1001720940076.18,928555990308.003,919179489611.002,828927139977.533,991380447495.647,1021239770710.95,1056341129246.72,949935181537.205,824131383383.309,896291493004.493,911679939950.971,1024829473187.33,1261017408610.72,1631372379671.26,2042987028459.11,2471273605657.68,3179127986623.93,3936159309738.01,3121801768478.67,3667835476746.74,4461210535265.99,4656388146308.07,4924806846375.52,4653015277488.18,3633660246044.52,3492088089759.5,3927649813354.44,4098990245510.03,4184533628660.37,3924139091384.84,4637763943320.14,5264484546456.79,5562782514647.52,6131674441421.64
